label,tweet,,
1,Day - 238\n\n@elonmusk Request from India.. want to see the best pic of your Puppy “ Floki “ with yours favourite Tes… https://t.co/k2ur47i4gL,,
1,@JayinShanghai @elonmusk @Tesla Mr. Musk only India can build worlds safest car...if u really loves Tesla then star… https://t.co/DaWhYMvAdl,,
0,@theLahorewala Okay it means government has again allowed import of expensive electric cars. Which will prove to be… https://t.co/1pGZBQLzpF,,
0,@elonmusk @CNN @elonmusk bro lev it focus how yo launch tesla in india please 🙏,,
0,@freshjiva @TroyTeslike Ever consider covering this? EV market leader in India and it doesn't look like Tesla will… https://t.co/vH448S3uR6,,
0,"RT @icanseeyourpix2: What Tesla has achieved in US and the world, TATA is doing the same in India.\n\n\We just want Tesla in India",Vipingarg123456,
1,Why India is better off without Musk and Tesla  - https://t.co/EgFITs7YiK https://t.co/as3sQpA9td,,
1,India is still @Tesla -free https://t.co/JZ7YLuqY6Q,,
0,RT @daeroplate_v2: On tesla shut out of india … https://t.co/2dP7SIvP6V,,
1,@teslaownersSV @elonmusk @Tesla Driving around places like that is easy.  Tesla drives like a woman.  Let her drive in India🤣,RT @jorgecarloslebr: Puede existir mayor metáfora de como el pasado embiste al futuro????\n\nUna furgoneta de #Vox choca contra un Tesla en #…,pvallin
0,osu! stats for player Tesla Roadster automatically generated by https://t.co/G1oysASoi1 #ProsuTweetPoster https://t.co/qhBirT674k,,
0,@PeterGazdik @JayinShanghai @elonmusk @Tesla Ha!,,
-1,Do Miles Matter On Tesla? Idk Shit Bout Em,,
0,"Why Model Y? 🤷‍♂️\n\nPS - The answer is \why not?\""\n\n.....\n#tesla #modelY #goelectric #whymodelY https://t.co/umtxbvBtgI""",,
1,RT @cdixon: \When wireless is perfectly applied the whole earth will be converted into a huge brain,"all things being…""",CryptoPaik
0,"RT @InfoSecPhysa: #cybersecurite\n01net a publié \Ce hacker a trouvé un nouveau moyen de pirater une Tesla… et de partir avec\"" \nLe lien: htt…""",,
0,#Tesla says it will ask shareholders to approve a 3-for-1 stock split at their August annual meeting.\n\nhttps://t.co/o9oIHkNqYr,,
0,RT @SawyerMerritt: BREAKING: Tesla has just filed their Notice Of 2022 Annual Meeting Of Stockholders.\n\n@Tesla is proposing to increase the…,,
0,@JayinShanghai @elonmusk @Tesla 🧐😆safest car Tesla model 3,,
-1,"RT @FezzaHussin: Elon Musk ialah CEO kepada Tesla, SpaceX &amp; menjadi founder kpd Hyperloop, SolarCity, The Boring Company, Starlink Neuralin…",,
0,RT @ItsRetrop: Tesla mfs laughing at gas prices like they monthly payments not $900,,
0,@ikarashi_m3 まさかそんなわけ🫢\nイカラシさんは白黒Pですかね😉,,
0,Here is the email @elonmusk sent to the Tesla board in 2018\n@Tesla https://t.co/dO02FuTjgx,,
0,@maxhoma23 Tesla ad next,,
0,"RT @J_Vibes11: So I Got My Girl A Tesla🏎, These $400 Skates She Been Going On And On About, And Some Diamonds For Her Bday🎊 She Deserve It…",,
0,RT @ChineseWSJ: 持续了两年之久的全球芯片荒可能蔓延到一些最先进制程芯片，而这类芯片对于下一代智能手机和为应用程序提供动力的数据中心至关重要。\n这些挑战可能最快在明年就会波及整个电子供应链，一位分析师警告称，到2024年及以后，最先进制程芯片的供应缺口将高至20%…,,
1,@teslaownersSV @elonmusk High power electricity it’s sold at a premium. To deliver 250 kw Tesla pays way more than… https://t.co/3yKdQpdHMH,,
0,"RT @elonmusk: @JayinShanghai @Tesla Probability of injury, according to US government\n https://t.co/EwLFlC7LZT",,
0,RT @Jmurphtone: There’s regular smug and then there’s Vegan Tesla Driver,,
0,"@BrandonLive @tacuru007 @JayinShanghai @elonmusk @Tesla So, the door didn’t open? Which is what that person said.",,
0,"RT @J_Vibes11: So I Got My Girl A Tesla🏎, These $400 Skates She Been Going On And On About, And Some Diamonds For Her Bday🎊 She Deserve It…",,
0,"RT @egyptianhotgirl: Congo is home to 60% of the world’s coltan, which is a mineral used in our cellphones, laptops, etc. Companies like Ap…",,
1,"If there's a culture problem at Tesla, you think a $15M fine will affect Elon Musk's managerial style? This is… https://t.co/x2ERsWg2ZQ",,
0,@oboro1301 正直ビタ85%ぐらいだと、大人しくガメラ・新ハナビあたりの2コマ102%機を打ってた方が機械割自体は出せる気がします\n103.2%はあくまで完璧超人のスコア、全国のホール割は100.5%前後になりそうですね👀今後に期待〜,,
0,@teslaownersSV @elonmusk @Tesla How do you report a bug in the software?,,
1,"@SenTedCruz You Tesla lover's going to enjoy the 25,000 dollar battery replacement. Don't buy a used Tesla!",,
0,RT @nopuedoevitarlo: La furgoneta de V🤢X se ha comido un TESLA por detrás en la A4 y no nos deja avanzar. What a metáfora. https://t.co/354…,,
0,RT @Apamacahuitl: @yatedigoyoque @TirodeGraciah @NoaGresiva @Santi_ABASCAL 100 millones de muertos por el comunismo y un herido por darle p…,,
0,RT @massimosala5: https://t.co/z6aYZsIxfi Ed anche gli allevamenti di bestiame! Ma non se ne parla.....rompono solo le palle con automobili…,,
1,"@woodleysean Opinions on Tesla and musk aside, I genuinely like the audaciousness of the cyber truck unironically.",,
0,RT @klwtts: 20 minute repair 🧑‍🔧  @Tesla @elonmusk https://t.co/vK9M59Nei6,,
0,Parece ser que la izquierda está riéndose diciendo que es toda una metáfora el accidente de la furgo de Vox con un… https://t.co/vKpJw37a2M,,
0,"RT @NicolaPorro: 📣 Il silenzio sui referendum, lo spread che sale (ma nessuno dà la colpa a Draghi) e i cinquemila euro per morire (di buro…",,
0,RT @jorgecarloslebr: Puede existir mayor metáfora de como el pasado embiste al futuro????\n\nUna furgoneta de #Vox choca contra un Tesla en #…,,
1,"@jack_kreagan9 Her tesla did not cost 80k try 30k and her bulldog was given to her, but I'm glad she takes up sooo much space in your head",,
0,I get all of my news from MexitVerse. It's people like me talking to me.  I found out about Elon Musk and Tesla Rob… https://t.co/DjGVPEMV0u,,
0,I get all of my news from MexitVerse. It's people like me talking to me.  I found out about Elon Musk and Tesla Rob… https://t.co/0avE2VOF60,,
0,"RT @RaccoonGangCom: Learn why companies like Tesla and Google, use Open edX for their newest custom LMS.",,
1,"@elonmusk @Tesla On Tesla Solar , I have made around 10+ referrals . So I am huge believer . Tesla Solar’s customer… https://t.co/qqLui4tyYa",,
1,"@JulianMaciasT Va a poner el dueño del @Tesla un mensaje a @elonmusk diciendo, thank you Elon for making great cars… https://t.co/EB6Noxotjo",,
0,@elonmusk except at Tesla.,,
0,RT @CNBC: Tesla files for 3-for-1 stock split https://t.co/zZ78YWZRgB,,
0,@wallellaa @rvalimaki @TorstiNisula @PennanenMarkku @kimvaisanen Niin tesla model 3 piti parhaiten 130km/h ajettaes… https://t.co/yjfOGEGjTx,,
-1,"Tesla plans a 3-for-1 stock split, joining other big tech companies https://t.co/maWbDzIk2H",,
0,My homie keep sending me videos of him smoking while his Tesla drives him around. Now I want one 😩,,
1,@mmomboisse @InvestorJag @MarsHomeDesign @Tesla @elonmusk Haha these are litterally just photos. Want me to post a… https://t.co/yel7qnRftW,,
0,"RT @JayinShanghai: Meanwhile in China, massive tree falls onto Tesla Model 3 glass roof driver walks away uninjured. \n\n@elonmusk once said…",,
0,@AltcoinWorldcom Volt #VOLTINU #VOLTARMY #Ethereum #VOLTISOFT #VOLTICHANGE #Altcoins #CoinGecko #Voltinuofficial… https://t.co/I5q6khqi9l,,
-1,"Should  have got an electric car ... but too late now ... all of  them are backordered until the rest of the year,… https://t.co/5zDRbo8C3S",,
0,"RT @JayinShanghai: Meanwhile in China, massive tree falls onto Tesla Model 3 glass roof driver walks away uninjured. \n\n@elonmusk once said…",,
0,"This is probably coming from someone that has never driven a Tesla with Autopilot. You’re still driving the car, yo… https://t.co/cVufO21QW7",,
0,"RT @JayinShanghai: Meanwhile in China, massive tree falls onto Tesla Model 3 glass roof driver walks away uninjured. \n\n@elonmusk once said…",,
0,@JChodounsky Vidíš nějakou budoucnost tramvají bez řidiče? Takový automat musí být jednodušší jak Tesla neboť neřeš… https://t.co/qzIEoiCPGU,,
0,RT @scholarsregion: APPLY: 2022 Tesla Internship for Undergraduates and Graduates Worldwide\n\nHost: Tesla\n\nCategory: Internships\n\nEligible:…,,
0,RT @Theycallmesad: @YingShirleyMeng @Tesla They should consider SSBs at $ALPP,,
0,RT @tesla_3578: 本日 テスラ モデル3 無事納車できました🚗💨\nこれまで温かいお言葉掛けしてくださった皆さん、ありがとうございました😊\nこれからもテスラ仲間としてよろしくお願いします🤲\n\n#tesla #テスラ  #model3 #モデル3 https://t.…,,
0,Abascal estalla contra la 'Cadena Ser' por burlarse del choque de una furgoneta de Vox contra un Tesla: https://t.co/G54Y3dZOsu,,
1,"When making the first real electric car, Tesla went far, far beyond making an O.K. EV. They made the safest, and no… https://t.co/HfV3YO9GAr",,
0,"RT @egyptianhotgirl: In 2019, a lawsuit against Apple, Dell, Microsoft, and Tesla was made by families from the DRC who accused the compani…",,
0,"RT @Tesla: HEPA air filter in Model Y, S and X removes &gt;99.97% of dust, pollen, mold, bacteria and any airborne particles https://t.co/I8yC…",,
0,@north_tesla @mat2ate7 そやなw,,
1,Precisely correct. Internal emails disclosed long ago revealed DMV officials are effectively working for Tesla. CA… https://t.co/701nRnfCcG,,
0,RT @ajtourville: Tesla announces 42-to-14 stock split. $TSLA\n\nMerry weekend everybody!,,
1,RT @iTokenWallet: Boom! The Tesla event is now alive! \n\nTESLA 🏎️ Every Week\n\n🏎️ 1: 25-31 May ⏰\n🏎️ 2: 1-7 June ⏰\n🏎️ 3: 8-14 June ⏰ \n🏎️ 4: 15…,,
1,@elonmusk @JayinShanghai @Tesla Small FISH in a BIG POND @elonmusk and you know what............\n\nyou have started something HUGE,,
1,"@Tesla @elonmusk Elon, you wamt to make the $TSLA stock more and easier accessible to wider amount of investors, so… https://t.co/QL33MjxU6z",,
0,シズル🫰\n初めてターンパイクを走って興奮してる人😇\n\n#ヨークステアリング\n#テスラ #モデル3 #テスラモデル3\n#tesla #model3 #teslamodel3 https://t.co/CMRiIBDrW1,,
-1,Musk: “You need to work 168 hr/wk to change the world. You can sleep once you’r dead.” \nTesla Shanghai workers can… https://t.co/hkxBDTnj2Q,,
0,RT @ChineseWSJ: #本周热读 耶伦警告称美国可能面临长时间的高通胀，同时世界银行大幅下调了全球增长预测，并指出许多国家存在衰退风险。\n世界银行在一份报告中预计，全球高通胀和增长乏力并存的局面将持续数年。耶伦告诉美国国会议员，白宫可能会上调美国通胀预测。https:…,,
1,This isn’t true. The Volvo XC90 was certified as a death-proof car. 3 hospitalizations in the past 4 years (in the… https://t.co/Lg1oISKLqx,,
1,"RT @frentejaras: @hermanntertsch Si hubiera dos muertos , el titular sería “VOX pierde dos votos en un accidente de tráfico contra un Tesla”",,
0,RT @SavedTesla: Model 3 achieves the lowest probability of injury of any vehicle ever tested by NHTSA | Tesla https://t.co/JqiFaRfScY,,
0,"RT @JayinShanghai: Meanwhile in China, massive tree falls onto Tesla Model 3 glass roof driver walks away uninjured. \n\n@elonmusk once said…",,
0,RT @SawyerMerritt: BREAKING: Tesla has just filed their Notice Of 2022 Annual Meeting Of Stockholders.\n\n@Tesla is proposing to increase the…,,
0,@SawyerMerritt @Tesla Stock split?,,
0,RT @ItsRetrop: Tesla mfs laughing at gas prices like they monthly payments not $900,,
-1,RT @Board_4PF: Tried something.🙂\n\nA Replicated Dark Neumorphism Tesla App\nhttps://t.co/p0rwIk8FH4\n\nPLS RT🙏 https://t.co/2dVTN3CwUF,,
0,RT @YuT_renn: モデルY注文！#tesla #modely https://t.co/N1Q1vMpMx6,,
1,@whoisleviscott @InvestorJag @MarsHomeDesign @Tesla @elonmusk Yep.  Complete FUD - Facts Undisputed https://t.co/vEsKhCDRZF,,
0,RT @teslamotorsjp: モデルYの比類なき開放感。全国のテスラ ストアで展示中\n https://t.co/AswgGQsM2G,,
0,@elonmusk Do you have any plans to accept Bitcoin payments for Tesla again? Inflation has me worried so I do not wa… https://t.co/93Zk1V0TRP,,
0,"RT @egyptianhotgirl: In 2019, a lawsuit against Apple, Dell, Microsoft, and Tesla was made by families from the DRC who accused the compani…",,
0,Conoce las novedades de Tesla en su próxima estación de carga https://t.co/Ahc48VTW97 vía @Agencia_VN,,
0,@345downwiper @ryota_tesla 消費kWhは、どれくらいでした？,,
0,Abascal estalla contra la 'Cadena Ser' por burlarse del choque de una furgoneta de Vox contra un Tesla: @La_SER es… https://t.co/FOGEnD8EPm,,
0,RT @ItsRetrop: Tesla mfs laughing at gas prices like they monthly payments not $900,,
0,"RT @egyptianhotgirl: Congo is home to 60% of the world’s coltan, which is a mineral used in our cellphones, laptops, etc. Companies like Ap…",,
0,@mat2ate7 @SukeGar おれのやんかw,,
0,"RT @rahung: Pak @jokowi, knp proyek mulia utk memajukan anak bangsa wak haji @budimandjatmiko nggak bapak dukung? Knp beliau tidak dilibatk…",,
0,"@elonmusk If you give me a Tesla, I will buy Twitter for 45 billion. #Trending #Tesla #ElonMusk",,
-1,RT @Board_4PF: Tried something.🙂\n\nA Replicated Dark Neumorphism Tesla App\nhttps://t.co/p0rwIk8FH4\n\nPLS RT🙏 https://t.co/2dVTN3CwUF,,
0,RT @SavedTesla: Model 3 achieves the lowest probability of injury of any vehicle ever tested by NHTSA | Tesla https://t.co/JqiFaRfScY,,
1,An investigation into 16 Tesla ‘Autopilot’ car crashes just got more serious\n#TeslaExperimentSucks https://t.co/5YSoBRKXoL,,
0,RT @gizmodojapan: テスラ「モデルY」が日本でも受注スタート！ お値段619万円から https://t.co/7pkCOLSGIq,,
0,@elonmusk can we get this feature on the next @Tesla model?\nElon Musk #Tesla #cars https://t.co/z0oG1VQmbm,,
0,@adnz_10 @laplace2011 Apple Tesla Amazon...elde mal var mal...Niye almasın? Hakikaten asıl ben sizin piyasa bilgini… https://t.co/w6UiE92x8e,,
0,@SukeGar www,,
0,"RT @egyptianhotgirl: Congo is home to 60% of the world’s coltan, which is a mineral used in our cellphones, laptops, etc. Companies like Ap…",,
0,@JulianMaciasT Ese es el cambio que proponen y no lo pueden decir más claro la furgo de vox (el pasado más rancio)… https://t.co/eP8vw4PZeH,"$BTC has been between 28k and 32k for weeks, but sentiment is as if it is dumping 50% per week.",sachikainvests
-1,RT @BreitbartNews: Consumer sentiment cratered in early June to the lowest on record as inflation accelerated to the worst level in 41-year…,,
0,"RT @charliebilello: Why is US consumer sentiment at its lowest level ever? \n\nInflation, inflation, inflation...\n\nhttps://t.co/uHyOtUk2PP",,
0,@NwokeEzza @YakubDogara @OfficialAPCNg @officialABAT Keep your sentiment and frustration aside and market your cand… https://t.co/71TjgPlpMp,,
0,"RT @IvaMasson: sentiment de l’inutilité du vote, se réfèrent souvent à un événement fondateur et traumatisant: le référendum de 2005 sur le…",,
0,RT @platon38900187: #UE Mais pour qui se prend #VanDerLeyen ? Cette technocrate ne dispose d'aucun mandat électif et donne le sentiment de…,,
-1,"RT @business: Turkey, host of world’s largest refugee population, will begin imposing quotas on the number of residence permits for foreign…",,
1,"@DefendDark I'm locked and loaded , I add if prices remain favourable, I don't care much about short term movements… https://t.co/ePf7dcuiLL",,
0,"RT @drpenking: Now that Aisha Yesufu has joined the Peter Obi train, I hope y’all have seen that this is not a tribal sentiment but a movem…",,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
1,"📉$150.8K $AAVE SHORTED @$80.660📉\n\n6H Sentiment: 📉Bearish\n24H Sentiment: 📉Bearish\n\nFor live Whale Trade Flow, check - https://t.co/qEq8YmxOMM",,
0,あなたはいま何処で\n誰を想っているのかな\nあなたの腕に　包まれているのに\nどこまでも遠く　感じてた\n悲しい言葉で溢れて　壊れそうな心抱いて\nでもずっとそばにいたくて　どうしたらいいか　分からない\n「sentiment」,,
0,RT @KevinSixx13: @DoctorHenryCT I share your sentiment. Have Katie Porter whiteboard it.,,
0,@Crypto_Chase I wonder if counter trading the public CT sentiment will work this time. \nLiterally everybody and the… https://t.co/uBZeBJ8p9R,,
1,I share his sentiment but we live in a country whose people are parochial https://t.co/bYoSSnzC0S,,
1,Sentiment check:\n\nWhat percentage of current projects make it through the bear market alive?,,
0,RT @Itz_Rdx3: எல்லா கதைக்கும் Family Sentiment தேவ இல்லை \n\nAK61ல மட்டும் வேண்டா வெறுப்பா ஓவரா சென்டிமென்ட் டச் இருந்துச்சுனா\n\nவிஜய் மண்ட சை…,,
-1,@australianCroge @otteroooo Nah Celsius is legitimately fucked. It has nothing to do with the CEOs nationality thou… https://t.co/DeQehW24gc,,
-1,again funny how yall ugly ass mfs will say this when it affects the weird shit ur into but as soon as someone does… https://t.co/hVeRlSvOab,,
1,@AishaYesufu I really do not understand why a Nigerian youth that is strong and vibrant will be rooting for those o… https://t.co/xKZda4xzp1,,
-1,RT @BreitbartNews: Consumer sentiment cratered in early June to the lowest on record as inflation accelerated to the worst level in 41-year…,,
1,"@langsleylaw Congratulations on the newest grandbaby!!  ❤️❤️  And I echo Jill’s wise, wise sentiment 😂",,
0,"@RCNNI_NorthernB @fionadevlin64 @RCN_NI @DoloresMcCorm15 Thank you @maeveymint, Peter and Margaret for your exempla… https://t.co/cK7fZo5PCM",,
0,"@Trocherkaol Ça mérite un RT.\nÀ notre époque, les gens st en perte de repères, ce qui fait notre essence a totaleme… https://t.co/b57TqSaelb",,
0,"RT @charliebilello: Why is US consumer sentiment at its lowest level ever? \n\nInflation, inflation, inflation...\n\nhttps://t.co/uHyOtUk2PP",,
0,RT @charliebilello: The US consumer sentiment index from the University of Michigan goes back to 1952.\n\nIt has never been lower than it is…,,
0,"\You'll be rid of her soon!\"" is not the sentiment I want to hear when taking care of your dog.""",,
1,"@NBCNews @NBCNewsTHINK Omfg because it's the best word ever. Fuck is a noun, adjective, verb and a statement. Fuck… https://t.co/QNkApRvNSb",,
-1,RT @harshhtyagii: We Did A lot of Hard work for our Dream Job. Don't Play with our sentiments. Don't play with our parents Sentiment\n#UPSI_…,,
-1,"RT @Daphne459: @DrOlusesan @Mario9jaa Sir, since you have been doing “my brother, my person” how has that made things less expensive or pro…",,
0,RT @charliebilello: The US consumer sentiment index from the University of Michigan goes back to 1952.\n\nIt has never been lower than it is…,,
0,RT @platon38900187: #UE Mais pour qui se prend #VanDerLeyen ? Cette technocrate ne dispose d'aucun mandat électif et donne le sentiment de…,,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
-1,"RT @business: Turkey, host of world’s largest refugee population, will begin imposing quotas on the number of residence permits for foreign…",,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
0,RT @charliebilello: The US consumer sentiment index from the University of Michigan goes back to 1952.\n\nIt has never been lower than it is…,,
0,RT @StelanTwist: @Sarah_Bindzi Le camfranglais es une langue autant comme l'espagnol ou l anglais ou même la langue maternelle donc le prob…,,
0,"RT @JXCat_ProAnimal: 👏🏻👏🏻👏🏻Un jutge federal prohíbeix de forma definitiva les curses de braus a Plaza México, la més gran del món, emparant…",,
0,@LynAldenContact What’s the correlation between consumer sentiment and consumer spending?,,
0,"RT @IndiainSpain: Yoga is serenity; it is peace in the mind, body, and soul. These images from the @pnteide in Tenerife capture this sentim…",,
-1,"@BrandonStevie3 @jjb_fm @argaman @MorePerfectUS The thing you wrote, as it turns out, was a bad way to communicate… https://t.co/xiFFxO7h0Q",,
0,RT @BougieBlackGurl: I've seen people use the pan-African flag and its colors on Juneteenth graphics and events. Although I understand the…,,
-1,RT @iamakshy_06: The prolonged father sentiment portion in Don couldn’t affect me like this one and half minute scene did. SELVA 💖✨ https:/…,,
0,"@ovie_tag I actually said it's a valid sentiment, but did he consider if P.O succeed in bringing the desired change… https://t.co/STCZ9dcn8Q",,
0,RT @kettapaya_sir95: @Dheera_Cvf Kedi bills killadi ranga padathulaiye Appa sentiment lam pannirukan la atha apdiye thookitu vanthu inga va…,,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
-1,"@zeidyyeh If you have held $XELA this long, I would keep holding for the upside. \n\nOver the past few weeks, the FF… https://t.co/7pCv5IF6Lx",,
1,"RT @Beyond_Conflict: New report: Perceived threats to social identities are fueling authoritarian sentiment, driving Americans further apar…",,
0,RT @charliebilello: The US consumer sentiment index from the University of Michigan goes back to 1952.\n\nIt has never been lower than it is…,,
1,"@sophielouisecc What wonderful, unjudgmental, well-considered sentiment.\n\nWhen I'm online, I see all of these spoil… https://t.co/8O23Rvut20",,
0,@Naceraterrienne @Batimayz La démocratie à deux vitesses. 65 ans avec une maigre pension pour travaux pénibles et 5… https://t.co/Lgbw4xbrcb,,
-1,RT @MauryaNrj: #UPSI_NO_RE_EXAM\nWe Did A lot of Hard work for our Dream Job. Don't Play with our sentiments. Don't play with our parents Se…,,
0,"RT @GollumsGems: If we are in a bear market, what do you think the future catalyst will be to flip sentiment to bullish?",,
0,RT @guycarlier2013: Putain ce sentiment de viol quand tu découvres ta maison cambriolée. Le pire c’est ça toutes les affaires foutues par t…,,
-1,Corrupt ass CEOs ain’t new. \nCorrupt businesses..ain’t new.\n\nThe “Invisible Hand” of the market has always existed.… https://t.co/DcjwueixC1,,
0,"Why is US consumer sentiment at its lowest level ever? \n\nInflation, inflation, inflation...\n\nhttps://t.co/uHyOtUk2PP",,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
0,"@Ka06thicK Siva naale sentiment than , Valimai mathiri padathuku tha theva illa",,
1,"RT @erlinzhang: [TRANS] 220609\nKorean Singer Lee Yong, talking about IU's rendition (https://t.co/qZoVm5rM5I) of his famous song \Forgotten…""",,
0,RT @DrFeruke: Nigeria is officially the country with the highest number of Christian deaths from religious persecution.\n\nThis man is claimi…,,
0,@DatUncleOfYours I didn’t hear about the show until I also caught wind of the same sentiment and after finishing th… https://t.co/N8nlngtTWv,,
-1,"RT @DylanLeClair_: This is such an insane statistic:\n\nUniversity of Michigan Consumer Sentiment coming in at an all time low reading, below…",,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
1,@vealdog2 @DMBGorgeCrew @davematthewsbnd I have kids. I understand the sentiment. It’s still not one of my favorite… https://t.co/Bm2LhvbarC,,
-1,@oxywashere I agree with the overall sentiment. I've never paid for an article behind a paywall or access to inform… https://t.co/sFKNKbQtIF,,
1,RT @PantherQuant: 🥳Presenting the First look of the Panther Quant Layer 2 Platform.✅\n\n💰First #NFT marketplace for trading strategies.\n💰Work…,,
-1,"@BrowHitech If you have held $XELA this long, I would keep holding for the upside. \n\nOver the past few weeks, the F… https://t.co/wcwl3iBsmH",,
1,@sdkresch @RpsAgainstTrump And the Anti Trump sentiment is hypocritical at best. Everyone loved Trump until he beca… https://t.co/gRlWr9f3Ll,,
1,RT @HedgeyeDJ: June Michigan U.S. consumer sentiment is an absolute bomb coming in at 50.2.\n\nThis is the lowest reading since 1980.,,
0,"RT @JXCat_ProAnimal: 👏🏻👏🏻👏🏻Un jutge federal prohíbeix de forma definitiva les curses de braus a Plaza México, la més gran del món, emparant…",,
1,Thankyou Prince Charles for your comments on the Rwanda plan. You are more in touch with the sentiment of the people than the right wing.,,
0,RT @WallStreetSilv: US Consumer Sentiment Index is at the lowest ever recorded since they started collecting data in 1952.\n\nSomething feels…,,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
1,@AspienBlue @lessethereal lol me too. I love the sentiment.,,
0,RT @thewatchingowl: @kwilliam111 We need a British People's movement.\n\nI'll carry on with this sentiment like a stuck record until we all a…,,
0,"📈Analysis June 11th📈\n\nThe current price of $BTC is 28803.81$ (🔻-2.03%), and its dominance is 43.60%. \n\nThe market s… https://t.co/NGoxrq7Jqu",,
-1,His other sister put out a statement agreeing with your sentiment https://t.co/d7T7kW4UnC,,
0,RT @platon38900187: #UE Mais pour qui se prend #VanDerLeyen ? Cette technocrate ne dispose d'aucun mandat électif et donne le sentiment de…,,
0,RT @alvoviedo: $spx sentiment vs positioning https://t.co/9oFh6cYCj9,,
1,RT @MattGertz: \Carl P. Paladino,"praised Adolf Hitler last year for inspiring h…""",FudgeKolton
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
0,RT @WallStreetSilv: US Consumer Sentiment Index is at the lowest ever recorded since they started collecting data in 1952.\n\nSomething feels…,,
-1,RT @iamakshy_06: The prolonged father sentiment portion in Don couldn’t affect me like this one and half minute scene did. SELVA 💖✨ https:/…,,
0,"RT @MattGGMU: @audreymichelle @GerardDelaney39 @kashhh6576 I believe the television was invented to mould public sentiment, views and cultu…",,
0,RT @Itz_Rdx3: எல்லா கதைக்கும் Family Sentiment தேவ இல்லை \n\nAK61ல மட்டும் வேண்டா வெறுப்பா ஓவரா சென்டிமென்ட் டச் இருந்துச்சுனா\n\nவிஜய் மண்ட சை…,,
1,"RT @oluwaseunoyetol: @olayemi_123 Being logic about religion sentiment, in 2015, though it was a major defacto but this dispensation is qui…",,
1,"RT @LambaGabbana: If we must get to our destination, we must first of all do away with sentiment of all kind, nepotism, tribalism, regional…",,
1,"@garyman130 @yeahbutgurl @kayleagil @3minutehero @DrEricLevi @PRGuy17 Agree w ur sentiment there.\n\nIt'd be easy, &amp;… https://t.co/Wpgij4R4aH",,
0,"RT @drpenking: Now that Aisha Yesufu has joined the Peter Obi train, I hope y’all have seen that this is not a tribal sentiment but a movem…",,
0,@martins13535349 @benoitm_mtl @PanDanTag @Asphixias Vous ne cromprenez rien et faites du sentiment ce qui ne mène à… https://t.co/MtYukaxGCw,,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
0,@AndrewRillera I have heard similar results with some of @FightTheNewDrug 's shirts. They all say something along t… https://t.co/08UwXzw52d,,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
0,RT @LynAldenContact: Michigan consumer sentiment just came out at 50 for the preliminary June number.\n\nThis is the lowest on record stretch…,,
0,RT @charliebilello: The US consumer sentiment index from the University of Michigan goes back to 1952.\n\nIt has never been lower than it is…,,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
1,RT @bashir_muhm: I’m really excited on what happened today. In a subtle way our imam was trying to bring in politics with a touch of tribal…,,
0,"RT @dotethdomains: market is bear but the sentiment is not, list your @ensdomains below 3E.. I’m buying #ens https://t.co/SGFgPjzypM",YALL the track behind namjoons verse in born singer is sooooooooo. it’s like passion coursing thru my veins when i… https://t.co/aR0LgjHjUH,btxtbabe
0,Oil companies are going to make themselves obsolete &amp; electric vehicles will rise in numbers. https://t.co/LH9alS8O4c,,
0,Pakuda electric blanket apa,,
1,RT @mnawaz94: Delighted to put my part in another series victory. Will remember this spell for many reasons. 🙌\n\nThank you Multan for being…,,
-1,"Should  have got an electric car ... but too late now ... all of  them are backordered until the rest of the year,… https://t.co/5zDRbo8C3S",,
1,@MarquisIns Check out the latest \n\nElectric Boat Magazine - WInter 2021 OUT NOW! ✅\n\nFREE DOWNLOAD 👉… https://t.co/mY04YBVg8m,,
0,RT @SonyTV: We all know that one person jo humein aisi unverified sansani khabrein sunata hai! Tag them in the comments and tell them that…,,
1,RT @TimLeon05275199: I recently retired from a car manufacturer. Building an electric car has the exact same carbon footprint as any car. C…,,
1,Understand that green energy is subsidized by your taxes.  You are paying for it while politicians get rich. What d… https://t.co/lI3OSCC9NI,,
